Speaker_ID,Start_Time,End_Time,Duration_Seconds,Word_Count,Confidence,Reason,Content
489,2025-08-18T14:33:03.159,2025-08-18T14:33:08.743,1.5,27,high,long pause (2.0s),"gate to back door, um, and sometimes there is a food hub involved such as Johannes is describing, um, but yeah, it's, it's a really comprehensive program"
490,2025-08-18T14:33:10.859,2025-08-18T14:33:19.376,1.5,34,high,long pause (2.1s),"so there's lots of entry points and currently, uh, we are looking to expand some of our product offerings to include more value added products as we look at, you know, how do we"
491,2025-08-18T14:33:21.493,2025-08-18T14:33:24.709,1.0,17,high,long pause (2.1s),address food supply and year-round food supply. And I'll stop there because I could go on forever
492,2025-08-18T14:33:28.693,2025-08-18T14:33:33.943,1.0,22,high,long pause (4.0s),"Um, thank you, uh, Mr. Chairman. So, um, the other partners that are sitting at the table, um, anyone who wants to"
493,2025-08-18T14:33:37.393,2025-08-18T14:33:38.276,0.5,13,high,long pause (3.5s),"be on to work with any one of these, uh, I would assume"
494,2025-08-18T14:33:41.593,2025-08-18T14:33:43.943,0.75,11,high,long pause (3.3s),"I would assume farm the farmFresh program. uh, New Mexico grown."
495,2025-08-18T14:33:49.293,2025-08-18T14:33:50.709,0.75,9,high,long pause (5.3s),and frontier Food Hub are all nonprofit organizations. so.
496,2025-08-18T14:33:55.126,2025-08-18T14:33:57.343,0.5,13,high,long pause (4.4s),so for for someone for a farmer to make an agreement with them?
497,2025-08-18T14:33:59.159,2025-08-18T14:34:00.343,0.5,11,medium,question-answer pattern,"Do they have to be on this, uh, approved supplier program."
498,2025-08-18T14:34:05.193,2025-08-18T14:34:23.176,3.25,67,high,long pause (4.8s),"Another excellent question, um, so we recognize the food hubs as all being, you know, autonomous businesses, and so we work with the food hubs to ensure that there are standard practices. Some of our food hubs actually adopt the approved supplier program as an entry point, and others have created their own standards that align directly to our minimum standards and expected outcomes, so the short"
499,2025-08-18T14:34:25.193,2025-08-18T14:34:32.509,1.75,39,high,long pause (2.0s),"answer is no. If you, um, not every food hub will require that. Now, if you want to sell directly to any of the buyers, you will be required to be on the approved supplier list. It's free. We"
500,2025-08-18T14:34:34.626,2025-08-18T14:34:35.643,0.5,13,high,long pause (2.1s),"try to make it easy. We come to folks, we can offer translation"
501,2025-08-18T14:34:38.626,2025-08-18T14:34:54.743,3.0,57,high,long pause (3.0s),"when needed, um, but it is not, you know, a consistent requirement across every food hub. I also do want to clarify New Mexico grown is the program name and it is an interagency coalition. It's not a separate nonprofit, so the NMFMA as a nonprofit provides backbone services in a public-private partnership with the administering agencies."
502,2025-08-18T14:34:57.359,2025-08-18T14:35:22.809,5.0,101,high,long pause (2.6s),"and perhaps Johannes or Mario, you know, if you have more questions about the vendor requirements, um, they could address those. I do want to just mention one thing which is we also um keep on contract and stuff, food safety experts that are keeping track of federal requirements and for so for example there's changes coming to the good agricultural practices standard, um, that will be providing technical assistance to our food hub partners to be able to meet, um, and that's rolling out as we speak so we help, we help to support NMDA's mission in that as well."
503,2025-08-18T14:35:25.726,2025-08-18T14:35:26.609,0.5,8,high,long pause (2.9s),"So thank you, um, Mr. Chairman. So, um,"
504,2025-08-18T14:35:29.359,2025-08-18T14:35:32.109,0.75,15,high,long pause (2.8s),"uh, Ms. Pizano, uh, um, and maybe I should redirect this question, um, uh, Liz."
505,2025-08-18T14:35:35.093,2025-08-18T14:35:35.343,0.25,6,high,long pause (3.0s),how do you pronounce your last
506,2025-08-18T14:35:37.426,2025-08-18T14:35:41.409,0.75,16,high,long pause (2.1s),"name? Ana Anakini, OK, I would have gotten it wrong. Um, you stated earlier, uh, that"
507,2025-08-18T14:35:43.826,2025-08-18T14:35:44.076,0.25,3,high,long pause (2.4s),this allows uh
508,2025-08-18T14:35:47.593,2025-08-18T14:35:50.076,0.75,14,high,long pause (3.5s),producers to be able to set their price. and not have to worry about.
509,2025-08-18T14:35:53.126,2025-08-18T14:35:55.109,0.5,11,high,long pause (3.0s),things like minimum wage and other things like that. I in
510,2025-08-18T14:35:57.159,2025-08-18T14:36:01.809,1.0,22,high,long pause (2.0s),"your presentation. So my, my concern, um, and maybe, and, and back to the, the question I just asked Ms. Pizano is"
511,2025-08-18T14:36:03.959,2025-08-18T14:36:04.876,0.5,8,high,long pause (2.1s),these appear that at least some of them
512,2025-08-18T14:36:08.593,2025-08-18T14:36:11.843,1.0,19,high,long pause (3.7s),"there's no real procurement code that they're going to have to go through, potentially the folks can work directly."
513,2025-08-18T14:36:15.426,2025-08-18T14:36:17.309,0.5,10,high,long pause (3.6s),"with a nonprofit, and yet the state is funding this"
514,2025-08-18T14:36:19.326,2025-08-18T14:36:19.576,0.25,4,high,long pause (2.0s),and we don't have
515,2025-08-18T14:36:21.626,2025-08-18T14:36:24.043,0.75,12,high,long pause (2.0s),doesn't sound like we have consistent pricing We may have some consistent
516,2025-08-18T14:36:27.593,2025-08-18T14:36:27.843,0.25,7,high,long pause (3.5s),"standards, but I, I go to my"
517,2025-08-18T14:36:30.093,2025-08-18T14:36:30.343,0.25,5,high,long pause (2.2s),our local uh farmers' market
518,2025-08-18T14:36:33.426,2025-08-18T14:36:34.343,0.5,7,high,long pause (3.1s),"if not every Saturday, every other Saturday."
519,2025-08-18T14:36:37.259,2025-08-18T14:36:38.209,0.5,8,high,long pause (2.9s),and the price of tomatoes at 5 different
520,2025-08-18T14:36:39.993,2025-08-18T14:36:40.809,0.5,8,medium,medium pause (1.8s) + speech pattern,uh stands is gonna be a different price.
521,2025-08-18T14:36:44.626,2025-08-18T14:36:44.876,0.25,7,high,long pause (3.8s),"Uh, my wife recently at home, I"
522,2025-08-18T14:36:47.326,2025-08-18T14:36:49.609,0.75,7,high,long pause (2.5s),"think, uh, grew to $500 tomatoes. so"
523,2025-08-18T14:36:54.626,2025-08-18T14:36:58.109,0.75,11,high,long pause (5.0s),my concern is this there doesn't seem to be oversight on
524,2025-08-18T14:37:02.626,2025-08-18T14:37:04.409,0.75,14,high,long pause (4.5s),price controls and if this is things that we're asking taxpayers to pay for.
525,2025-08-18T14:37:07.159,2025-08-18T14:37:09.309,1.0,17,high,long pause (2.8s),"how do we end up, uh, I mean, I, I've heard criticisms in the past of uh"
526,2025-08-18T14:37:13.726,2025-08-18T14:37:14.643,0.5,9,high,long pause (4.4s),uh the military paying $500 for a toilet seat.
527,2025-08-18T14:37:16.926,2025-08-18T14:37:18.809,0.75,13,high,long pause (2.3s),"How, how do we, how are we making sure that that's not happening."
528,2025-08-18T14:37:22.893,2025-08-18T14:37:37.909,2.75,57,high,long pause (4.1s); formal introduction,"I'm gonna also, um, turn this back to Lena after I give my response, um, but although farmers set their prices, those prices aren't, the schools are still making the decision about what price they want to purchase. So if someone's selling a $500 tomato, it's unlikely that a school's going to be, uh, going ahead and"
529,2025-08-18T14:37:40.659,2025-08-18T14:37:41.676,0.5,9,high,long pause (2.8s),"purchasing that $500 tomato, um, better be delicious. Um"
530,2025-08-18T14:37:45.326,2025-08-18T14:37:49.409,0.75,17,high,long pause (3.6s),"but, um, yeah, so farmers are allowed to set their prices within this program, um, to, to"
531,2025-08-18T14:37:51.959,2025-08-18T14:37:52.876,0.5,9,high,long pause (2.5s),"meet their needs, but schools still have a, uh"
532,2025-08-18T14:37:54.992,2025-08-18T14:38:01.676,1.5,28,high,long pause (2.1s),"schools still at their discretion select what what producer they want to work with and what they want to purchase, but Elena is much more of a procurement"
533,2025-08-18T14:38:03.092,2025-08-18T14:38:06.142,1.0,20,medium,formal introduction,"expert than I am, so I'm gonna let her, um, follow up on that if she'd like to clarify anything."
534,2025-08-18T14:38:10.892,2025-08-18T14:38:29.409,3.25,75,high,long pause (4.8s),"Sure, thanks. Um, yeah, I think I, you raise a really, a really good point, and that is actually why we created the local food data portal to ensure complete transparency. So every invoice that is expended out using state dollars is tracked in the data portal. So what we can do is we can go in and see average pricing by product by region, right? because depending where you are, that tomato costs more"
535,2025-08-18T14:38:32.626,2025-08-18T14:38:40.876,1.75,38,high,long pause (3.2s),"or less, um, and so that is one of the measures that we've put in place. We also work with our administering agency buyers to ensure that they are meeting procurement code and give them support around informal"
536,2025-08-18T14:38:42.926,2025-08-18T14:38:56.876,2.5,51,high,long pause (2.0s),"procurement, um, and how to split procurement and lots of nitty gritty details, but we, we are, um, one of our core priorities is is ensuring equal market access for producers. That's why we have a public facing list. We also have an allowable products list, so producers can understand where"
537,2025-08-18T14:38:58.926,2025-08-18T14:39:37.542,7.0,142,high,long pause (2.0s),"they fit in. So, um, your question's like a million dollar question because not all tomatoes are created equal either, right? And so then we work with farmers um to understand product specifications and their value in the market space so that they can differentiate, um, and so those are a few of the services we provide, including buyer side services, uh, but institutional procurement has many checks and balances and, and in the case of the schools, um, as you're, as you're aware, that does go down to the local level and so our goal is always um asking how we can improve those procurement decisions to ensure that, you know, we are looking to prioritize farmers that are very, very close to the buyers. That tends to uh do what economies do, which is keep prices lower, which is, um,"
538,2025-08-18T14:39:39.592,2025-08-18T14:40:00.509,4.0,83,high,long pause (2.0s),"another kind of explanation for this map, um, if you will, because the further out that we go, the more that there's administrative costs and distribution costs, uh, that get associated so direct to institution is is the model we promote most, uh, but is an excellent question and again we'd be happy to share data from the local food data portal. Um, we're able to isolate what the top products are in some of the range of pricing for those as well."
539,2025-08-18T14:40:04.592,2025-08-18T14:40:12.476,2.0,33,high,long pause (4.1s); thank you transition,"Thank you, Mr. Chairman. Um, and by the way, if my wife is listening in, they were worth every bit of the $1000 we paid for the. um I, I am wondering though"
540,2025-08-18T14:40:17.192,2025-08-18T14:40:19.709,0.75,13,high,long pause (4.7s),"uh, we, most of our communities have some form of organic food available"
541,2025-08-18T14:40:24.992,2025-08-18T14:40:25.976,0.5,10,high,long pause (5.3s),Are we within how how do we know that we're
542,2025-08-18T14:40:29.392,2025-08-18T14:40:29.642,0.25,7,high,long pause (3.4s),"in the range, uh, I, I mean,"
543,2025-08-18T14:40:32.859,2025-08-18T14:40:35.242,0.75,15,high,long pause (3.2s),still we're talking about in the last several committees I've been in are talking about
544,2025-08-18T14:40:37.826,2025-08-18T14:40:38.742,0.5,5,high,long pause (2.6s),potential shortfalls of federal funds
545,2025-08-18T14:40:40.892,2025-08-18T14:40:41.142,0.25,6,high,long pause (2.1s),"Um, that, that would, in my"
546,2025-08-18T14:40:43.792,2025-08-18T14:40:44.042,0.25,7,high,long pause (2.6s),"mind, uh make it to where we"
547,2025-08-18T14:40:47.726,2025-08-18T14:40:48.642,0.5,8,high,long pause (3.7s),wanna make sure that that we're not overpaying
548,2025-08-18T14:40:50.959,2025-08-18T14:40:51.209,0.25,6,high,long pause (2.3s); formal introduction,"and so I'm, I'm just concerned"
549,2025-08-18T14:40:53.126,2025-08-18T14:40:53.376,0.25,6,medium,formal introduction,"and I'm for my farmer friends,"
550,2025-08-18T14:40:55.426,2025-08-18T14:40:56.376,0.5,13,high,long pause (2.0s),"this is me being a, a legislator to all of my other constituents"
551,2025-08-18T14:41:00.826,2025-08-18T14:41:10.242,1.75,25,high,long pause (4.5s),"who are paying the bills, just making sure that we're, that we're first off paying a fair price not overpaying and then also um um"
552,2025-08-18T14:41:13.192,2025-08-18T14:41:14.276,0.5,12,high,long pause (3.0s),"Ms. Pizano, the other, the other question is how are we ensuring"
553,2025-08-18T14:41:18.892,2025-08-18T14:41:21.109,0.5,9,high,long pause (4.6s),that since we're dealing with nonprofit organizations that are
554,2025-08-18T14:41:23.126,2025-08-18T14:41:28.876,1.5,30,high,long pause (2.0s),overseeing much of the program. How do we know that we're not choosing this friend over that friend. That's the whole reason for the procurement code in the first place.
555,2025-08-18T14:41:32.826,2025-08-18T14:41:33.076,0.25,3,high,long pause (4.0s),"Another excellent question,"
556,2025-08-18T14:41:35.359,2025-08-18T14:42:30.309,9.75,198,high,long pause (2.3s),"Representative. Um, so, uh, just to be clear, nonprofit partners do not oversee any of the grant administration that all goes through the administering agencies and through the required fiscal systems in the case of the public education department, um, that goes through a request for reimbursement process that does fall within, um, all of the standard procurement regulations and every invoice is checked and overseen by a staffer there, and, and that is true with all the other administering agencies. So we don't deal with that side of the equation. It's my, my answer to that. Um, you mentioned certified organic and federal federal cuts, um, that's the value of the approved supplier program is that we're able to offer this program for free, which creates a level playing field for producers coming in, um, so that they don't have to pursue other costly certifications if it doesn't fit for the scale of their business, and that allows our products uh to remain competitive because as soon as you certify that $500 tomato, now it's an $800 tomato, um, and the question is, does that matter to the end buyer or to the end consumer, um, and"
557,2025-08-18T14:42:32.826,2025-08-18T14:43:21.409,8.75,175,high,long pause (2.5s),"and not always is the case. Again, I think the relational component of our local food system here in New Mexico is what we price, uh, first and then we also look to support farmers who see their role as land stewards. So, um, you're asking an excellent question and what I can articulate is that, you know, as a nonprofit partner, we provide the capacity supports for farmers. Uh, we do not address directly the buyer trends, but we are there to be able to provide, if you will kind of translation on some of the nuances that you're speaking to of procurement that most people don't want to engage around, right? Um, or you'll just, you, you can see them, you're in the headlights when you start mentioning, um, things like procurement thresholds and so our goal as the NMFMA in partnership with the administering agencies in the entire New Mexico grown Coalition is to humanize this process as much as possible while uplifting, um, and remaining, you know, in alignment with procurement"
558,2025-08-18T14:43:25.025,2025-08-18T14:43:30.909,1.5,34,high,long pause (3.6s),"standards, um, but the, the, the other thing I'll say is that when we're working with local farmers, as you all are aware, our farming communities are tight, and if one guy is sell"
559,2025-08-18T14:43:33.092,2025-08-18T14:43:37.375,0.75,17,high,long pause (2.2s),ing carrots for $4.01 guy is selling carrots for $2 and the $4 carrots are subpar. They're
560,2025-08-18T14:43:40.759,2025-08-18T14:44:12.542,5.75,116,high,long pause (3.4s),"also, um, that word travels, not only among farmers but among buyers and so, uh, there's the community that's built here also is a check and balance system, but we are proud that we're able to provide, uh, more equitable pricing for products, then you might get in a retail environment or to a Broadline distributor where the distributors taking the majority of the profits and so as Johannes cited here, um, you know, all of those profits are staying in New Mexico and we look forward to the stability of this market to be able to build out, distributor relationships so that we can um get more stable pricing around the state and increased distribution."
561,2025-08-18T14:44:15.192,2025-08-18T14:44:15.442,0.25,6,high,long pause (2.6s); thank you transition,"Thank you, uh, Mr. Chairman, and"
562,2025-08-18T14:44:17.159,2025-08-18T14:44:17.409,0.25,5,medium,medium pause (1.7s) + speech pattern,"Ms. Francini, I wasn't talking"
563,2025-08-18T14:44:19.459,2025-08-18T14:44:21.242,0.5,13,high,long pause (2.0s),"about the, the other end up with the grants. I was talking about"
564,2025-08-18T14:44:23.259,2025-08-18T14:44:23.509,0.25,5,high,long pause (2.0s),the other way from the
565,2025-08-18T14:44:25.925,2025-08-18T14:44:26.175,0.25,5,high,long pause (2.4s),"nonprofit, uh, hubs down to"
566,2025-08-18T14:44:29.225,2025-08-18T14:44:33.575,1.25,16,high,long pause (3.0s),"how, how are we guaranteeing we're not just picking a friend who has a farm over"
567,2025-08-18T14:44:36.625,2025-08-18T14:44:41.175,1.0,23,high,long pause (3.0s),"someone else and, and you did articulate very well what I believe in as a free market. I, I really appreciated that. I,"
568,2025-08-18T14:44:42.959,2025-08-18T14:44:47.009,1.0,22,medium,medium pause (1.8s) + speech pattern; formal introduction,"I'm not sure though that I hear too much of that anymore, but I, I appreciate that. I believe in that. I'm"
569,2025-08-18T14:44:47.625,2025-08-18T14:44:47.875,0.25,3,medium,formal introduction,I'm just concerned
570,2025-08-18T14:44:53.292,2025-08-18T14:44:53.542,0.25,6,high,long pause (5.4s),"that we, uh, end up, uh"
571,2025-08-18T14:44:57.192,2025-08-18T14:45:00.409,1.0,13,high,long pause (3.6s),pricing ourselves out of even being involved in this. and uh um and
572,2025-08-18T14:45:03.159,2025-08-18T14:45:08.575,1.25,27,high,long pause (2.8s),"and the sec, I guess the second part is you also, you, you went back to the approved supplier program, but I believe you were saying earlier"
573,2025-08-18T14:45:10.625,2025-08-18T14:45:19.409,1.5,33,high,long pause (2.0s),"that not everyone has to be on the improve supplier program that that the hubs can work directly with people. So that's what I mean. I don't see whereas, whereas we deal with"
574,2025-08-18T14:45:21.925,2025-08-18T14:45:22.842,0.5,9,high,long pause (2.5s),"oversight, I, I don't see a lot of oversight."
575,2025-08-18T14:45:25.392,2025-08-18T14:45:26.309,0.5,7,high,long pause (2.5s),"in this program. Thank you, Mr. Chairman."
576,2025-08-18T14:45:28.792,2025-08-18T14:45:29.042,0.25,4,high,long pause (2.5s); thank you transition,"Thank you, Representative. Uh,"
577,2025-08-18T14:45:30.592,2025-08-18T14:45:36.142,1.25,29,medium,medium pause (1.6s) + speech pattern,"so we started this panel about a half hour late we're, we're keeping pace. We're still on pace, but we do have 3 people left, uh, on the list."
578,2025-08-18T14:45:39.192,2025-08-18T14:45:40.142,0.5,6,high,long pause (3.0s),"Uh, next step is Representative Kates."
579,2025-08-18T14:45:42.625,2025-08-18T14:45:49.642,1.25,28,high,long pause (2.5s); thank you transition,"Thank you, Chair, and thank you very much for your presentation, um, and, and full transparency and I don't want to miss an opportunity to brag about my"
580,2025-08-18T14:45:52.592,2025-08-18T14:45:52.842,0.25,5,high,long pause (3.0s),"district. um, my district is"
581,2025-08-18T14:45:55.492,2025-08-18T14:45:55.742,0.25,7,high,long pause (2.6s),full of these farms that are 10
582,2025-08-18T14:45:58.925,2025-08-18T14:46:01.142,0.5,10,high,long pause (3.2s),"acres and smaller, um, the village of Corrales has less"
583,2025-08-18T14:46:03.692,2025-08-18T14:46:03.942,0.25,6,high,long pause (2.5s),than 9000 individuals in it and
584,2025-08-18T14:46:06.892,2025-08-18T14:46:07.142,0.25,4,high,long pause (3.0s),um literally hundreds of
585,2025-08-18T14:46:09.559,2025-08-18T14:46:10.475,0.5,6,high,long pause (2.4s),"historical generational farms, uh, as well"
586,2025-08-18T14:46:12.892,2025-08-18T14:46:19.142,1.0,24,high,long pause (2.4s),"as the unincorporated on uh area of Alameda which is on the east side of the river and so, uh, these programs have been"
587,2025-08-18T14:46:21.492,2025-08-18T14:46:21.742,0.25,5,high,long pause (2.4s),essential in making sure that
588,2025-08-18T14:46:24.959,2025-08-18T14:46:31.409,1.25,31,high,long pause (3.2s),"they stay uh competitive in in their way of life, and I very much appreciate it of course I'm saying this to brag about my district, but I also wanna make"
589,2025-08-18T14:46:33.659,2025-08-18T14:46:37.175,0.75,16,high,long pause (2.2s),"sure that um the listeners out there, if they have questions about these programs, how they"
590,2025-08-18T14:46:39.559,2025-08-18T14:46:40.475,0.5,10,high,long pause (2.4s),work and um and their benefit I will be glad
591,2025-08-18T14:46:42.692,2025-08-18T14:46:45.709,0.75,18,high,long pause (2.2s),to they can reach out to me and connect them with individuals who know more about them than
592,2025-08-18T14:46:48.659,2025-08-18T14:46:50.909,0.5,15,high,long pause (3.0s),"even I do, um, and so I wanted to let you know that. So the"
593,2025-08-18T14:46:52.992,2025-08-18T14:46:57.442,0.75,18,high,long pause (2.1s),purpose of not setting prices for farmers is that farmers are allowed to be able to set their
594,2025-08-18T14:47:00.925,2025-08-18T14:47:01.175,0.25,6,high,long pause (3.5s),"own prices, um, based on, uh,"
595,2025-08-18T14:47:03.459,2025-08-18T14:47:10.542,1.25,24,high,long pause (2.3s),their product and that we can't dictate that because that would be a type of price fixing because this is um a farmer's market.
596,2025-08-18T14:47:12.925,2025-08-18T14:47:17.942,1.0,20,high,long pause (2.4s),with direct to the public is that a fair and accurate statement of why we don't set prices for farmers.
597,2025-08-18T14:47:21.125,2025-08-18T14:47:27.075,1.0,21,high,long pause (3.2s),"Uh, Mr. Chair, uh, Madam Representative, thank you. um, yeah, so, uh, yeah, we, we cannot set prices. That would be"
598,2025-08-18T14:47:29.459,2025-08-18T14:47:39.375,1.5,35,high,long pause (2.4s),"price fixing, um, and to, um, the point of um the, the overall price of their systems, so I, I thought maybe I'd just share real quickly what the process looks like for us to"
599,2025-08-18T14:47:41.392,2025-08-18T14:47:41.642,0.25,5,high,long pause (2.0s),get from actual procurement or
600,2025-08-18T14:47:44.625,2025-08-18T14:47:49.342,1.0,18,high,long pause (3.0s),for from from um the product on the farm to the institution. What our program does. is we
601,2025-08-18T14:47:51.459,2025-08-18T14:47:54.842,0.75,14,high,long pause (2.1s),work very closely with our producers. We're in close relationship with them. We are
602,2025-08-18T14:47:56.925,2025-08-18T14:48:03.075,1.25,23,high,long pause (2.1s),"also 501c3 non-profit organization and there are a few types of organizations that are under more scrutiny when it comes to auditing requirements,"
603,2025-08-18T14:48:05.159,2025-08-18T14:48:05.409,0.25,5,high,long pause (2.1s),then 51c3 organizations. So you
604,2025-08-18T14:48:07.559,2025-08-18T14:48:08.475,0.5,6,high,long pause (2.1s),"know we have financial policies, um."
605,2025-08-18T14:48:11.292,2025-08-18T14:48:13.409,0.5,10,high,long pause (2.8s),"that are, yeah, uh, make they're being annually audited, our"
606,2025-08-18T14:48:15.559,2025-08-18T14:48:17.642,0.75,8,high,long pause (2.1s),books being annually audited. We registered. when we
607,2025-08-18T14:48:21.159,2025-08-18T14:48:24.875,0.75,20,high,long pause (3.5s),"when we put together our list and we do this weekly, every week we send out a list to the"
608,2025-08-18T14:48:26.925,2025-08-18T14:48:29.409,0.5,9,high,long pause (2.0s),to the buyers interest institutions uh of our products
609,2025-08-18T14:48:31.459,2025-08-18T14:48:41.142,1.75,43,high,long pause (2.0s),"we list, we, we, we talked to our producers, see what's available in the coming week. We put together a list, we send out this list. We don't set the prices on this list. The farmer sets the price. We put it out"
610,2025-08-18T14:48:43.725,2025-08-18T14:48:46.242,0.75,13,high,long pause (2.6s),"there, and then it's, it's an open playing field of selecting uh what"
611,2025-08-18T14:48:50.625,2025-08-18T14:48:56.875,1.25,29,high,long pause (4.4s),"which farm, um, uh, a buyer wants to buy from, right? And that is also a relationship piece that we help facilitate, but we do not control it. We"
612,2025-08-18T14:48:58.892,2025-08-18T14:48:59.142,0.25,6,high,long pause (2.0s),don't decide who gets what. It
613,2025-08-18T14:49:01.192,2025-08-18T14:49:01.442,0.25,6,high,long pause (2.0s),stays with you. Thank you and
614,2025-08-18T14:49:02.958,2025-08-18T14:49:07.675,1.0,26,medium,medium pause (1.5s) + speech pattern; thank you transition,"thank you so much. I, I, I think that what you had to say and I understand it was very important. It just for for time"
615,2025-08-18T14:49:09.425,2025-08-18T14:49:09.675,0.25,5,medium,formal introduction,elements I'm looking for um
616,2025-08-18T14:49:12.625,2025-08-18T14:49:12.875,0.25,8,high,long pause (3.0s),"a, a quicker uh thing but I do"
617,2025-08-18T14:49:14.892,2025-08-18T14:49:16.842,0.5,13,high,long pause (2.0s),think we have a lot to unpack here and so I appreciate your
618,2025-08-18T14:49:19.125,2025-08-18T14:49:19.375,0.25,7,high,long pause (2.3s),"answer, um, I, I know that, uh,"
619,2025-08-18T14:49:22.592,2025-08-18T14:49:22.842,0.25,7,high,long pause (3.2s),"many of my small farms, uh, they"
620,2025-08-18T14:49:25.425,2025-08-18T14:49:29.342,0.75,16,high,long pause (2.6s),"are major producers for uh like our Albuquerque public school system, one of our farmers in"
621,2025-08-18T14:49:31.358,2025-08-18T14:49:37.175,1.0,24,high,long pause (2.0s),Corrali supplies all the lettuce and just for my committee to know a head of lettuce takes 7.5 gallons of water to grow one
622,2025-08-18T14:49:39.392,2025-08-18T14:49:39.642,0.25,5,high,long pause (2.2s),"head, and because they are"
623,2025-08-18T14:49:41.658,2025-08-18T14:49:41.908,0.25,6,high,long pause (2.0s),"small farmers, they have to use"
624,2025-08-18T14:49:44.625,2025-08-18T14:49:44.875,0.25,4,high,long pause (2.7s),very innovative approaches on
625,2025-08-18T14:49:47.158,2025-08-18T14:49:55.775,1.5,37,high,long pause (2.3s),being able to to produce and uh silver leaf is able to grow the most delicious lettuce you know for the 1.5 gallons of water per head of lettuce. So this serves our committee's purpose as well
626,2025-08-18T14:49:59.192,2025-08-18T14:50:01.642,0.5,12,high,long pause (3.4s),"as water conservation, um, so the price, uh, it is not price"
627,2025-08-18T14:50:04.892,2025-08-18T14:50:06.308,0.5,11,high,long pause (3.2s),"fixing, but the prices for our public institutions such as WIC"
628,2025-08-18T14:50:10.892,2025-08-18T14:50:14.875,0.75,18,high,long pause (4.6s),and our public school systems and then also individuals I know I was just at my local farmers'
629,2025-08-18T14:50:16.892,2025-08-18T14:50:17.142,0.25,5,high,long pause (2.0s),"market, and the, the farmers"
630,2025-08-18T14:50:19.158,2025-08-18T14:50:19.408,0.25,6,high,long pause (2.0s),were thrilled that our Rio Metro
631,2025-08-18T14:50:22.625,2025-08-18T14:50:25.108,0.75,13,high,long pause (3.2s),bus came down into Corrales to bring individuals with disabilities that could use
632,2025-08-18T14:50:27.658,2025-08-18T14:50:28.608,0.5,10,high,long pause (2.5s),their food benefits to be able to purchase fresh food.
633,2025-08-18T14:50:31.125,2025-08-18T14:50:33.042,0.5,10,high,long pause (2.5s),so those are set prices the government's saying we'll spend
634,2025-08-18T14:50:35.058,2025-08-18T14:50:38.875,0.75,18,high,long pause (2.0s),"this amount of money for our school lunches this amount of money for WIC. This is, so those"
635,2025-08-18T14:50:40.892,2025-08-18T14:50:41.142,0.25,6,high,long pause (2.0s),are what is the controlling the
636,2025-08-18T14:50:42.625,2025-08-18T14:50:42.875,0.25,6,medium,formal introduction,prices and I'm so sorry I'm
637,2025-08-18T14:50:45.325,2025-08-18T14:50:47.308,0.75,10,high,long pause (2.5s),gonna ask you to answer yes or no. Thanks. Yes
638,2025-08-18T14:50:49.525,2025-08-18T14:50:51.442,0.5,11,high,long pause (2.2s); thank you transition,"Thank you very much, Madam Chair, and thank you very much."
639,2025-08-18T14:50:53.325,2025-08-18T14:50:53.575,0.25,6,medium,medium pause (1.9s) + speech pattern; formal introduction,"I'm just, uh, New Mexico health"
640,2025-08-18T14:50:57.092,2025-08-18T14:51:02.842,1.25,26,high,long pause (3.5s),"food, uh, financing fund. How do I tell my farmers, where do you where do I find you? What under what agency are you listed under?"
641,2025-08-18T14:51:05.592,2025-08-18T14:51:09.075,0.75,13,high,long pause (2.8s); question-answer pattern; thank you transition,"Thank you, Madam Chair Representative Kates, um, so this the Healthy Food financing"
642,2025-08-18T14:51:11.125,2025-08-18T14:51:14.542,1.0,15,high,long pause (2.0s),"Fund is part of the New Mexico Economic Development Department's Food, hunger and Ag program."
643,2025-08-18T14:51:17.225,2025-08-18T14:51:17.475,0.25,5,high,long pause (2.7s),So we are at um
644,2025-08-18T14:51:19.992,2025-08-18T14:51:20.808,0.5,7,high,long pause (2.5s),uh I can provide the website it's
645,2025-08-18T14:51:22.825,2025-08-18T14:51:27.575,1.0,24,high,long pause (2.0s),"blanking out of my head, honestly right now. You said New Mexico food and I, so thank you very much, uh, chairs and, and"
646,2025-08-18T14:51:29.392,2025-08-18T14:51:35.375,1.0,22,medium,medium pause (1.8s) + speech pattern; thank you transition,"thank you presenters one last, I very much appreciated how you're showing that with so little support and really the hard work"
647,2025-08-18T14:51:37.425,2025-08-18T14:51:37.675,0.25,5,high,long pause (2.0s),is always from our nonprofit
648,2025-08-18T14:51:40.925,2025-08-18T14:51:51.042,1.75,34,high,long pause (3.2s),"community, we are able to, we are not, we are not, uh, subsidizing we are supporting our farming, our historical farming community so that they have that dignity of being able to support their"
649,2025-08-18T14:51:54.625,2025-08-18T14:51:55.808,0.5,10,high,long pause (3.6s),families and uh the her stero and their historical um
650,2025-08-18T14:51:59.658,2025-08-18T14:52:03.142,0.75,19,high,long pause (3.9s),"uh, employment, um, one of the things that you have not caught, uh, touched on, and I'd like you"
651,2025-08-18T14:52:05.192,2025-08-18T14:52:07.508,0.5,14,high,long pause (2.0s),to touch on it briefly is where are your hubs that have cold and
652,2025-08-18T14:52:11.225,2025-08-18T14:52:15.408,0.75,14,high,long pause (3.7s),"uh storage and commercial kitchens because that is the advantage of this, correct? Is"
653,2025-08-18T14:52:17.458,2025-08-18T14:52:17.708,0.25,5,high,long pause (2.0s),that you're showing farmers how
